Grade,Subject,Course,Key,Text,Keywords
HS,Science,Chemistry,8.e,"Perform stoichiometric calculations, including determination of mass relationships between reactants and products, calculation of limiting reagents, and percent yield. ","ratio, amount, stochiometry, "
HS,Science,Chemistry,9,"Science concepts. The student understands the principles of ideal gas behavior, kinetic molecular theory, and the conditions that influence the behavior of gases. ","gasses, "
HS,Science,Chemistry,9.a,"Describe and calculate the relations between volume, pressure, number of moles, and temperature for an ideal gas as described by Boyle's law, Charles' law, Avogadro's law, Dalton's law of partial pressure, and the ideal gas law ","concentration, "
HS,Science,Chemistry,9.b,"Perform stoichiometric calculations, including determination of mass and volume relationships between reactants and products for reactions involving gases ","ratio, stochiometry, "
HS,Science,Chemistry,9.c,Describe the postulates of kinetic molecular theory. ,"random, motion, brownian, "
HS,Science,Chemistry,10,Science concepts. The student understands and can apply the factors that influence the behavior of solutions. ,
HS,Science,Chemistry,10.a,Describe the unique role of water in chemical and biological systems ,"catalyst, ice, autoionization, amphiprotic, "
HS,Science,Chemistry,10.b,Develop and use general rules regarding solubility through investigations with aqueous solutions ,"solute, saturation, saturated, "
HS,Science,Chemistry,10.c,Calculate the concentration of solutions in units of molarity ,"mol, mole, solub, "
HS,Science,Chemistry,10.d,Use molarity to calculate the dilutions of solutions ,"mol, mole, concentration, "
HS,Science,Chemistry,10.e,"Distinguish between types of solutions such as electrolytes and nonelectrolytes and unsaturated, saturated, and supersaturated solutions ","solub, water, solvent, "
HS,Science,Chemistry,10.f,"Investigate factors that influence solubilities and rates of dissolution such as temperature, agitation, and surface area ","solub, water, concentration, "
HS,Science,Chemistry,10.g,Define acids and bases and distinguish between Arrhenius and Bronsted-Lowry definitions and predict products in acid base reactions that form water ,"cation, solvent, alkaline, alkali, "
HS,Science,Chemistry,10.h,"Understand and differentiate among acid-base reactions, precipitation reactions, and oxidation-reduction reactions ","alkali, neutralization, alkaline, "
HS,Science,Chemistry,10.i,Define pH and use the hydrogen or hydroxide ion concentrations to calculate the pH of a solution ,"alkali, alkaline, "
HS,Science,Chemistry,10.j,Distinguish between degrees of dissociation for strong and weak acids and bases. ,"alkali, alkaline, concentration, "
HS,Science,Chemistry,11,Science concepts. The student understands the energy changes that occur in chemical reactions. ,
HS,Science,Chemistry,11.a,"Understand energy and its forms, including kinetic, potential, chemical, and thermal energies ",
HS,Science,Chemistry,11.b,Understand the law of conservation of energy and the processes of heat transfer ,"system, constant, relativity, "
HS,Science,Chemistry,11.c,Use thermochemical equations to calculate energy changes that occur in chemical reactions and classify reactions as exothermic or endothermic ,"exergonic, endergonic, "
HS,Science,Chemistry,11.d,"Perform calculations involving heat, mass, temperature change, and specific heat ","therm, radiation, "
HS,Science,Chemistry,1.e,Use calorimetry to calculate the heat of a chemical process. ,"calorimeter, therm, "
HS,Science,Chemistry,12,Science concepts. The student understands the basic processes of nuclear chemistry. ,"radi, fission, fusion, "
HS,Science,Chemistry,12.a,"Describe the characteristics of alpha, beta, and gamma radiation ","radi, decay, particle, half, "
HS,Science,Chemistry,12.b,Describe radioactive decay process in terms of balanced nuclear equations ,"half, particle, "
HS,Science,Chemistry,12.c,Compare fission and fusion reactions ,"neutron, photon, weak, strong, "
HS,Social Studies,Economics,1,Economics. The student understands the concepts of scarcity and opportunity costs. The student is expected to:,
HS,Social Studies,Economics,1.a,Explain why scarcity and choice are basic economic problems faced by every society;,"resources, limited resource, Opportunity cost, "
HS,Social Studies,Economics,1.b,Describe how societies answer the basic economic questions;,"Prodcution, Resource, marketplace, "
HS,Social Studies,Economics,1.c,Describe the economic factors of production; and,"Land, Labor, capital, entreprenemeurship, "
HS,Social Studies,Economics,1.d,Interpret a production-possibilities curve and explain the concepts of opportunity costs and scarcity.,"model, resource, Opportunity cost, "
HS,Social Studies,Economics,2,"Economics. The student understands the interaction of supply, demand, and price. The student is expected to:",
HS,Social Studies,Economics,2.a,Understand the effect of changes in price on the quantity demanded and quantity supplied;,
HS,Social Studies,Economics,2.b,"Identify the non-price determinants that create changes in supply and demand, which result in a new equilibrium price; and","consumer income, future  price, subsides, technology, "
HS,Social Studies,Economics,2.c,Interpret a supply-and-demand graph using supply-and-demand schedules.,"Price, Quanity, "
HS,Social Studies,Economics,3,Economics. The student understands the reasons for international trade and its importance to the United States and the global economy. The student is expected to:,
HS,Social Studies,Economics,3.a,Explain the concepts of absolute and comparative advantages;,"Produce, goods, resources, "
HS,Social Studies,Economics,3.b,Apply the concept of comparative advantage to explain why and how countries trade; and,
HS,Social Studies,Economics,3.c,Analyze the impact of U.S. imports and exports on the United States and its trading partners.,"Mexico, China, Japan, India, Brazil, Specialization, "
HS,Social Studies,Economics,4,Economics. The student understands the issues of free trade and the effects of trade barriers. The student is expected to:,
HS,Social Studies,Economics,4.a,Compare the effects of free trade and trade barriers on economic activities;,"restriction, tariffs, quotas, "
HS,Social Studies,Economics,4.b,Evaluate the benefits and costs of participation in international free-trade agreements; and,"NAFTA, EU, OPEC, "
HS,Social Studies,Economics,4.c,Analyze the effects of changes in exchange rates on imports and exports.,"Balance of Trade, currency, "
HS,Social Studies,Economics,5,"Economics. The student understands free enterprise, socialist, and communist economic systems. The student is expected to:",
HS,Social Studies,Economics,5.a,"Describe the basic characteristics of economic systems, including property rights, incentives, economic freedom, competition, and the role of government;","wage, fiscal, taxation, monetary policy, "
HS,Social Studies,Economics,5.b,"Compare the free enterprise system, socialism, and communism using the basic characteristics of economic systems;","Property rights, Incentives, Freedom, Competition, "
HS,Social Studies,Economics,5.c,"Examine current examples of free enterprise, socialist, and communist economic systems;","USA, China, Cuba, Venezuela, "
